order_id,customer_id,order_date,status,total_amount,discount_pct
O0000836,C00239,2022-10-28,shipped,,15.0
O0000959,C00066,2022-09-17,refunded,1919.8,0.0
O0001198,C00108,2022-06-10,shipped,319.83,25.0
O0001465,C00134,2024-06-09,shipped,151.63,
O0001253,C00055,06/05/2024,refunded,1735.3,15.0
O0000133,C00444,07/04/2023,completed,2360.64,0.0
O0001726,C00110,19/02/2023,refunded,1673.61,0.0
O0001782,C00284,2024-02-15,pending,2036.26,10.0
O0000642,C00468,2023-05-05,refunded,806.66,0.0
O0001793,C00139,24/01/2022,shipped,922.13,15.0
O0000436,C00147,24/11/2023,shipped,219.34,5.0
O0000971,C00441,2023-10-24,refunded,2498.67,10.0
O0000982,C00010,09/03/2022,pending,,0.0
O0001981,C00204,12/09/2023,completed,583.15,0.0
O0000997,,2022-09-30,cancelled,592.6,20.0
O0001366,C00365,2022-06-16,cancelled,,20.0
O0001316,,2023-03-28,completed,488.0,0.0
O0000835,C00437,2023-12-17,cancelled,137.96,0.0
O0000339,C00030,2023-02-28,shipped,2030.64,0.0
O0000431,C00161,2024-06-14,pending,264.84,25.0
O0000911,C00083,2023-07-28,pending,-369.52,15.0
O0001551,C00199,2023-05-07,cancelled,2381.54,15.0
O0000600,C00192,2022-12-10,completed,1800.61,15.0
O0000609,C00284,2022-05-04,pending,1779.88,15.0
O0001055,C00363,2022-06-15,cancelled,2451.79,15.0
O0000740,C00268,2022-12-30,cancelled,937.87,20.0
O0000641,C00067,2022-07-16,shipped,2139.31,0.0
O0000255,C00364,2022-01-12,completed,1386.02,15.0
O0001550,C00078,15/01/2022,completed,142.69,0.0
O0000961,C00168,2024-01-12,pending,1702.45,0.0
O0000835,C00437,2023-12-17,cancelled,137.96,0.0
O0000553,C00177,2023-05-24,refunded,1130.41,20.0
O0001425,C00494,2023-12-14,completed,1449.46,15.0
O0001450,C00093,24/05/2022,refunded,1530.68,25.0
O0000887,C00370,2022-09-12,completed,1578.41,0.0
O0000672,C00045,2022-01-29,completed,821.26,0.0
O0000178,C00303,15/07/2023,shipped,102.08,10.0
O0001514,C00414,2022-09-16,refunded,2263.73,5.0
O0000720,C00220,2022-08-12,refunded,970.6,10.0
O0000392,C00259,2023-09-14,pending,963.6,15.0
O0000977,C00189,2023-04-15,cancelled,335.07,20.0
O0000492,C00026,06/04/2023,refunded,1399.19,15.0
O0000607,,30/12/2022,refunded,2389.04,25.0
O0000943,C00020,2023-02-06,shipped,780.68,0.0
O0000119,,20/11/2022,cancelled,705.07,20.0
O0000176,C00370,2022-09-27,refunded,1977.73,10.0
O0000500,C00361,17/02/2023,completed,191.2,0.0
O0000127,,29/08/2023,refunded,692.71,15.0
O0000930,C00251,2022-10-07,cancelled,1889.13,10.0
O0001817,C00478,16/02/2023,refunded,529.87,
O0000678,C00332,2022-12-07,refunded,84.13,0.0
O0000247,C00318,2023-12-15,cancelled,1193.33,
O0001694,C00222,2023-03-15,cancelled,68.78,0.0
O0001611,C00078,2024-02-01,refunded,1500.87,0.0
O0001318,C00267,14/05/2024,refunded,1793.79,0.0
O0001487,C00074,30/03/2023,shipped,2120.03,0.0
O0000591,C00382,2024-04-06,cancelled,1993.24,5.0
O0000953,C00385,05/02/2022,shipped,1438.97,25.0
O0001770,C00414,11/10/2023,completed,818.65,0.0
O0000317,C00284,2023-02-02,refunded,119.93,15.0
O0000446,C00412,2022-10-31,refunded,1375.92,10.0
O0001342,C00118,2022-12-18,refunded,1967.7,10.0
O0001009,C00266,2023-07-05,cancelled,,25.0
O0001354,C00071,22/02/2022,shipped,1955.51,0.0
O0001386,C00370,30/10/2023,pending,2011.18,0.0
O0001595,C00435,2024-01-13,pending,639.28,10.0
O0000210,C00416,2022-06-11,refunded,528.35,0.0
O0000802,C00094,04/05/2022,shipped,1943.31,0.0
O0001742,C00233,2022-08-14,pending,773.97,10.0
O0001569,C00268,23/11/2023,cancelled,1305.13,10.0
O0000702,,07/09/2022,shipped,826.88,0.0
O0001142,C00479,2023-12-18,refunded,417.25,5.0
O0000831,C00134,2023-07-20,refunded,1081.1,0.0
O0000304,C00210,2022-12-31,refunded,1314.65,5.0
O0001391,C00265,06/12/2023,cancelled,167.25,5.0
O0000644,C00223,07/07/2022,cancelled,1156.4,0.0
O0001012,C00217,21/01/2024,shipped,487.23,0.0
O0001833,C00468,2022-05-13,completed,2239.54,10.0
O0001170,C00014,2024-01-20,pending,527.01,15.0
O0000549,C00067,2023-07-01,shipped,1971.17,25.0
O0001932,,02/10/2023,cancelled,1752.53,15.0
O0000500,C00361,17/02/2023,completed,191.2,0.0
O0001574,C00384,14/07/2023,pending,609.32,15.0
O0000991,C00310,05/10/2022,cancelled,6.12,15.0
O0000199,C00190,2024-01-03,refunded,1767.08,0.0
O0001806,C00487,2023-02-24,refunded,281.12,0.0
O0001563,C00367,2022-06-24,completed,696.85,0.0
O0000504,C00159,03/01/2024,refunded,700.76,5.0
O0000329,C00029,2022-07-21,shipped,2222.53,0.0
O0001042,C00111,2023-10-28,shipped,2186.86,0.0
O0000572,C00364,2023-10-02,shipped,1808.46,0.0
O0001820,C00464,2022-01-06,shipped,-1782.77,15.0
O0001700,C00459,2023-08-19,completed,1200.22,25.0
O0000698,C00227,2022-07-15,refunded,1369.76,5.0
O0001546,C00420,2024-02-03,cancelled,410.54,10.0
O0001956,C00366,2022-08-20,pending,1173.68,5.0
O0000939,C00206,18/04/2022,shipped,1734.87,10.0
O0001128,C00457,31/01/2023,shipped,2087.96,10.0
O0001992,C00233,21/01/2024,refunded,776.51,0.0
O0001025,C00374,2022-08-17,shipped,962.81,0.0
O0000598,C00209,2023-04-10,refunded,2449.26,5.0
O0000393,C00378,2022-07-26,cancelled,672.78,0.0
O0001501,C00280,2024-03-14,shipped,1011.75,0.0
O0001982,C00358,2023-09-23,shipped,1273.84,10.0
O0000297,,02/07/2022,cancelled,1187.05,25.0
O0000785,C00423,2022-11-08,shipped,1866.11,15.0
O0001387,,2022-06-04,refunded,754.01,0.0
O0000971,C00441,2023-10-24,refunded,2498.67,10.0
O0000012,C00287,2024-01-27,refunded,1196.73,15.0
O0000933,C00177,2023-07-08,pending,749.61,0.0
O0001077,C00472,2022-04-07,refunded,1919.51,0.0
O0000006,C00197,17/12/2022,completed,883.54,20.0
O0000620,C00256,24/08/2023,shipped,72.09,25.0
O0001264,C00092,2022-03-12,completed,1951.09,5.0
O0001967,C00253,2022-05-05,shipped,2470.52,20.0
O0001235,C00474,20/12/2022,pending,1025.15,10.0
O0001845,,2022-04-24,cancelled,2281.58,
O0000696,C00181,24/03/2022,pending,1511.03,15.0
O0001973,C00107,2023-07-24,shipped,2322.84,0.0
O0001239,C00204,2023-02-05,completed,834.58,20.0
O0000445,C00227,2022-11-30,cancelled,1718.38,20.0
O0001143,C00159,2023-04-13,completed,392.23,10.0
O0000438,C00322,17/11/2022,refunded,2004.29,
O0000870,C00191,2022-02-14,pending,2493.26,5.0
O0001385,C00380,2022-05-24,refunded,2071.44,15.0
O0001039,C00207,2023-12-06,refunded,657.29,5.0
O0001236,C00082,2024-01-18,completed,1765.94,15.0
O0001523,C00114,21/07/2023,cancelled,1985.87,10.0
O0001311,C00290,08/06/2023,refunded,2321.84,0.0
O0001547,C00431,09/08/2023,pending,1632.03,25.0
O0000168,C00307,2022-07-01,completed,1641.84,25.0
O0000401,C00303,10/05/2024,completed,1708.82,5.0
O0000666,C00462,19/01/2024,cancelled,1542.42,15.0
O0001888,C00463,2023-07-03,refunded,1179.06,5.0
O0001867,C00024,18/03/2024,shipped,1636.98,20.0
O0001028,C00142,2024-06-24,shipped,636.79,5.0
O0000220,C00367,2023-12-27,shipped,1631.65,25.0
O0000481,C00240,2022-08-26,shipped,1031.91,
O0000846,C00231,2022-12-29,pending,1158.77,
O0001990,C00023,2023-08-03,pending,908.77,20.0
O0000219,C00325,17/08/2022,refunded,223.91,0.0
O0001357,C00368,2022-06-18,refunded,966.33,0.0
O0001019,C00498,06/03/2023,shipped,49.52,0.0
O0001723,C00071,2024-03-31,cancelled,1796.69,15.0
O0001957,C00031,2022-08-07,refunded,2319.93,5.0
O0000406,C00044,03/03/2023,cancelled,279.85,0.0
O0000303,C00211,2024-02-20,shipped,1181.7,20.0
O0001753,C00163,09/02/2022,refunded,853.92,15.0
O0000235,C00256,2023-03-09,completed,82.95,5.0
O0001951,C00325,06/11/2022,shipped,258.29,25.0
O0000808,C00055,2022-04-25,shipped,562.27,5.0
O0000017,C00306,2023-06-28,pending,1883.92,0.0
O0000816,C00088,2022-10-29,cancelled,1400.93,10.0
O0001237,C00016,21/01/2022,cancelled,433.53,0.0
O0001624,C00247,2023-10-11,pending,498.18,25.0
O0000648,C00299,2023-03-07,completed,603.62,10.0
O0001760,C00196,2023-07-21,completed,1084.82,0.0
O0000251,C00064,2024-01-06,refunded,532.95,20.0
O0000464,C00340,2023-11-20,completed,404.88,10.0
O0000380,C00082,12/01/2022,refunded,2496.75,0.0
O0001136,C00401,2022-02-06,cancelled,1159.0,25.0
O0001531,C00069,2023-08-12,pending,1383.4,0.0
O0001247,C00224,2023-09-06,pending,1285.16,10.0
O0000122,C00329,29/03/2024,refunded,2298.3,10.0
O0001471,C00121,2022-08-06,shipped,1459.85,0.0
O0001297,C00323,2023-06-03,shipped,812.82,25.0
O0001064,C00388,2024-03-17,shipped,1861.64,10.0
O0000051,C00143,2022-12-30,shipped,1457.09,20.0
O0001002,C00320,04/09/2023,pending,1098.28,0.0
O0001629,C00261,10/04/2022,shipped,201.05,0.0
O0001329,C00223,04/09/2022,completed,1976.94,15.0
O0001970,C00154,2024-02-12,completed,1476.87,15.0
O0001285,C00165,28/01/2023,shipped,2120.52,5.0
O0001474,C00496,17/04/2023,refunded,311.82,0.0
O0000269,,2023-05-03,shipped,10.58,0.0
O0001121,C00278,2022-02-19,completed,1851.97,20.0
O0000789,C00340,2022-01-21,completed,1556.22,
O0000945,C00091,2022-12-18,shipped,2274.26,10.0
O0001360,,2023-01-03,cancelled,2409.97,0.0
O0000881,C00053,2022-08-20,refunded,433.45,0.0
O0000481,C00240,2022-08-26,shipped,1031.91,
O0001943,C00059,2022-07-13,shipped,2153.82,5.0
O0000647,C00195,12/03/2024,shipped,1786.29,15.0
O0000276,C00010,2023-08-14,refunded,1241.66,0.0
O0000925,C00265,2022-03-11,refunded,2414.64,20.0
O0001717,C00350,25/08/2023,refunded,571.67,25.0
O0000250,C00465,2023-09-17,completed,1060.18,20.0
O0000826,C00143,2022-01-15,completed,61.53,15.0
O0001314,,29/10/2022,pending,1175.4,15.0
O0001419,C00408,2022-03-16,shipped,27.17,10.0
O0001205,C00495,2022-09-11,completed,1546.52,10.0
O0000375,C00418,2022-12-02,completed,823.06,5.0
O0000460,C00447,2022-02-03,shipped,147.36,15.0
O0001505,C00186,2024-04-28,refunded,671.17,0.0
O0000335,C00467,2023-04-30,shipped,1489.98,15.0
O0000671,C00470,2024-03-18,shipped,-295.24,25.0
O0001761,C00330,2022-09-09,pending,1780.2,0.0
O0000344,C00429,2023-04-07,pending,1504.12,20.0
O0000495,C00284,2023-04-10,cancelled,1216.43,5.0
O0000988,C00442,2024-03-24,refunded,1261.79,0.0
O0001368,C00010,2023-05-04,shipped,1818.22,5.0
O0001836,C00408,12/06/2024,shipped,1582.75,5.0
O0001231,C00347,2023-10-31,pending,1580.58,15.0
O0000715,C00302,2023-12-01,cancelled,2362.66,20.0
O0001554,C00121,2022-06-15,completed,1157.16,
O0001145,C00404,12/03/2022,shipped,2087.79,
O0000115,C00014,22/02/2022,cancelled,1818.89,
O0000894,C00403,01/01/2023,cancelled,1321.68,0.0
O0001141,C00381,2023-10-03,pending,2178.38,15.0
O0000474,C00469,2022-05-03,refunded,2021.42,5.0
O0001748,C00277,2022-12-21,pending,437.11,0.0
O0001422,C00042,30/04/2022,completed,1018.87,20.0
O0000002,C00245,18/01/2023,shipped,850.86,0.0
O0001124,C00388,2022-07-28,shipped,1221.64,25.0
O0001395,C00212,16/02/2023,pending,2433.48,25.0
O0001872,C00105,2022-07-30,shipped,285.2,0.0
O0000480,C00362,2023-01-27,refunded,2449.54,10.0
O0001616,C00398,2022-10-25,completed,1485.02,0.0
O0000171,C00259,2023-06-30,completed,1474.61,0.0
O0001999,C00279,2023-03-24,shipped,772.58,20.0
O0000298,C00376,10/10/2022,shipped,2111.81,0.0
O0001164,C00342,2022-11-01,refunded,1662.64,20.0
O0000343,C00421,02/10/2023,refunded,591.19,15.0
O0000917,C00091,28/04/2023,cancelled,1727.45,25.0
O0001228,C00056,08/03/2022,pending,1253.19,5.0
O0001168,,25/03/2022,refunded,202.51,20.0
O0001776,C00300,2022-07-15,shipped,1283.81,5.0
O0001467,C00136,10/06/2023,refunded,1694.48,20.0
O0000910,C00014,2023-06-29,cancelled,1687.81,0.0
O0001853,C00423,2023-04-15,refunded,236.21,0.0
O0000313,C00369,15/07/2022,completed,,5.0
O0001931,C00113,2024-06-08,completed,1555.45,10.0
O0000123,C00307,12/03/2024,refunded,2428.54,5.0
O0000521,C00159,2022-04-10,refunded,1499.87,0.0
O0001811,C00157,09/11/2022,completed,1513.0,10.0
O0000019,C00195,04/08/2022,completed,173.1,0.0
O0001083,C00146,2024-03-27,completed,648.35,10.0
O0000424,C00354,2024-04-10,cancelled,337.49,0.0
O0001494,C00280,2024-03-10,cancelled,-1838.62,0.0
O0001413,C00135,2022-12-19,completed,831.06,15.0
O0001110,C00363,10/05/2022,cancelled,312.99,15.0
O0000384,C00166,2023-09-26,shipped,2074.42,0.0
O0001311,C00290,08/06/2023,refunded,2321.84,0.0
O0001635,C00495,2023-04-17,shipped,1063.4,0.0
O0001050,C00213,23/07/2022,shipped,740.92,0.0
O0001449,C00070,2024-04-11,completed,1272.62,20.0
O0000718,C00203,2024-02-05,completed,,0.0
O0001175,C00085,2023-10-20,cancelled,1756.72,15.0
O0000907,C00426,14/04/2024,refunded,84.3,10.0
O0000842,C00364,06/03/2024,shipped,-1224.97,15.0
O0001151,C00404,05/02/2022,refunded,-139.53,20.0
O0001459,C00242,2024-02-16,cancelled,1733.1,0.0
O0001576,C00203,2024-03-02,shipped,1048.09,5.0
O0001607,C00162,2022-09-06,cancelled,366.77,10.0
O0001838,C00287,2022-01-12,cancelled,1903.19,0.0
O0000189,C00250,04/10/2023,cancelled,1896.26,20.0
O0000663,C00067,05/04/2024,pending,,0.0
O0000283,C00420,2022-08-02,refunded,1927.67,5.0
O0001622,C00323,2023-07-05,completed,230.28,25.0
O0000215,C00005,2022-12-05,cancelled,554.23,25.0
O0000878,C00481,2023-01-04,completed,1016.08,0.0
O0001047,C00361,2023-09-28,completed,1966.37,0.0
O0000847,C00454,2022-04-12,completed,915.27,0.0
O0000201,C00082,12/04/2022,completed,,25.0
O0000035,C00069,2023-04-26,refunded,2424.98,0.0
O0001406,C00179,2023-11-15,cancelled,506.44,0.0
O0001244,C00383,2023-01-26,pending,2463.92,10.0
O0001712,C00063,2023-11-17,pending,1558.79,20.0
O0001349,C00401,2022-01-24,refunded,1006.09,25.0
O0000741,C00023,2022-04-14,shipped,2260.29,0.0
O0000403,C00314,11/01/2023,refunded,784.96,0.0
O0000849,C00262,2023-08-03,cancelled,88.04,25.0
O0001298,C00025,25/06/2022,pending,338.08,15.0
O0001382,,2022-06-29,completed,1946.86,10.0
O0001648,C00198,2024-04-21,pending,836.6,0.0
O0001441,C00339,28/08/2022,shipped,625.86,5.0
O0001402,C00197,2022-11-15,shipped,663.89,20.0
O0001072,C00127,08/12/2023,shipped,614.36,25.0
O0001682,,2024-02-23,pending,2149.17,0.0
O0001975,C00100,2023-10-29,cancelled,447.91,0.0
O0000430,C00333,04/05/2023,shipped,2260.14,10.0
O0001617,C00139,31/03/2022,refunded,1563.26,15.0
O0001396,C00451,2022-11-14,refunded,2073.17,0.0
O0001464,C00080,2022-08-26,completed,2429.66,0.0
O0000426,C00343,26/11/2022,refunded,1292.15,10.0
O0000315,C00199,30/05/2024,completed,800.65,
O0000692,C00484,27/06/2022,shipped,888.64,15.0
O0001919,C00028,16/04/2024,shipped,2349.9,0.0
O0001500,C00202,2023-09-23,pending,2081.66,10.0
O0001680,C00379,2023-07-29,pending,1508.91,0.0
O0000515,C00306,2022-06-07,pending,692.92,0.0
O0000685,C00111,18/12/2023,cancelled,1355.92,20.0
O0000561,C00015,2023-12-10,pending,1098.65,25.0
O0000646,C00367,14/10/2023,cancelled,29.11,0.0
O0001199,C00400,2022-07-23,refunded,1544.63,25.0
O0000417,C00492,2023-04-30,cancelled,2243.72,10.0
O0001088,C00413,2023-07-04,refunded,1380.0,5.0
O0000354,C00008,2023-09-21,refunded,2070.67,0.0
O0000987,C00069,14/05/2022,shipped,940.84,25.0
O0000147,C00158,2022-08-29,completed,105.88,0.0
O0001326,C00369,2022-01-23,pending,909.46,0.0
O0000546,C00314,13/03/2024,refunded,1982.2,15.0
O0000442,C00446,2023-01-13,pending,1901.89,15.0
O0001203,,2023-12-27,cancelled,1218.85,20.0
O0000891,C00126,2023-05-19,refunded,1854.68,20.0
O0001802,C00093,2022-09-05,refunded,892.97,20.0
O0000136,C00448,2022-02-05,refunded,1241.25,5.0
O0000067,C00169,28/06/2024,pending,157.95,0.0
O0000690,C00128,2022-12-12,refunded,1734.38,0.0
O0001234,C00364,2023-03-14,cancelled,2066.34,15.0
O0000370,C00215,14/03/2023,completed,-348.4,0.0
O0001724,C00156,2024-03-27,shipped,1918.66,0.0
O0000742,C00164,2022-01-21,refunded,651.57,0.0
O0001896,C00431,2022-06-13,pending,705.15,5.0
O0000320,C00491,2023-01-10,shipped,451.42,25.0
O0001020,C00487,2023-07-16,refunded,,10.0
O0001905,C00309,2022-11-07,shipped,1623.52,0.0
O0000839,C00042,2022-01-29,refunded,1793.59,10.0
O0001212,C00023,22/03/2023,cancelled,1885.69,0.0
O0000131,C00266,2023-05-13,refunded,733.28,0.0
O0000517,C00439,27/05/2022,completed,11.02,15.0
O0000790,C00266,2024-02-12,refunded,354.7,
O0001438,C00437,2022-11-03,refunded,2378.19,10.0
O0001933,C00316,2024-06-21,cancelled,1006.54,0.0
O0001548,C00180,2024-03-24,refunded,1497.76,10.0
O0001643,C00070,2022-11-23,pending,2365.65,15.0
O0001968,C00127,2022-04-03,completed,1909.18,0.0
O0001337,C00063,2022-05-17,shipped,1980.7,15.0
O0001924,C00415,2023-06-24,cancelled,672.5,0.0
O0000309,C00378,14/09/2023,completed,332.36,0.0
O0000840,C00250,28/06/2023,completed,706.04,5.0
O0001306,C00437,2023-08-22,refunded,385.36,15.0
O0000744,C00365,2024-02-16,refunded,1038.96,20.0
O0001194,C00134,2023-08-10,completed,122.49,0.0
O0001440,C00132,04/02/2024,pending,1404.6,15.0
O0000511,C00052,2023-11-27,cancelled,687.65,25.0
O0001733,C00361,2022-12-23,shipped,72.3,0.0
O0000039,C00131,27/09/2023,pending,310.11,20.0
O0000579,,2024-04-23,shipped,1506.64,10.0
O0000071,C00274,2023-02-26,cancelled,1711.19,
O0001946,C00159,19/04/2023,cancelled,1574.85,5.0
O0001812,C00373,2024-03-25,completed,802.5,25.0
O0000944,,2022-01-25,refunded,1001.89,25.0
O0001727,C00453,2022-07-09,refunded,1741.52,
O0000651,C00182,2022-11-19,cancelled,971.33,0.0
O0001251,C00461,2022-09-11,shipped,1840.19,15.0
O0000890,C00019,12/03/2023,refunded,2217.27,0.0
O0000058,C00080,2022-12-25,completed,11.75,0.0
O0001854,C00399,13/10/2022,pending,2151.03,15.0
O0000106,C00188,10/10/2023,shipped,1130.99,15.0
O0000765,C00298,2022-06-06,cancelled,2433.52,10.0
O0001135,C00136,2023-09-27,pending,1841.57,25.0
O0001526,,2022-05-10,cancelled,1010.08,20.0
O0000243,C00269,2023-02-13,pending,1749.68,0.0
O0001603,C00060,17/06/2022,shipped,804.71,20.0
O0000993,C00496,24/08/2022,completed,28.16,10.0
O0000612,C00496,2023-06-19,completed,1428.95,5.0
O0000419,C00076,2023-02-06,pending,1515.95,0.0
O0001336,C00273,07/08/2022,pending,2291.14,5.0
O0001635,C00495,2023-04-17,shipped,1063.4,0.0
O0001609,C00338,2022-02-21,shipped,1889.47,25.0
O0001287,C00254,2022-09-03,cancelled,1866.62,0.0
O0001704,C00064,13/06/2022,shipped,135.52,0.0
O0000226,C00302,2023-01-18,cancelled,77.53,10.0
O0000613,,2023-05-02,completed,1261.86,
O0001900,C00399,2023-07-24,pending,362.04,0.0
O0000095,C00088,2022-10-14,shipped,671.0,5.0
O0000806,C00194,18/12/2023,cancelled,-14.84,
O0001162,C00149,13/02/2024,shipped,1106.47,5.0
O0001834,C00457,2023-12-18,completed,2128.36,10.0
O0000864,C00057,2023-03-21,shipped,1934.63,0.0
O0000455,C00413,28/02/2023,shipped,1590.4,0.0
O0001446,C00495,2023-01-25,shipped,1846.3,0.0
O0000193,C00309,2024-05-02,pending,1421.55,0.0
O0000515,C00306,2022-06-07,pending,692.92,0.0
O0000837,C00207,2022-08-11,completed,1767.34,0.0
O0000905,C00466,2023-06-12,completed,1428.16,0.0
O0001945,C00068,2023-05-13,pending,585.16,5.0
O0001156,C00462,2023-06-17,cancelled,667.48,5.0
O0000083,C00238,2022-11-29,shipped,1487.76,25.0
O0000647,C00195,12/03/2024,shipped,1786.29,15.0
O0000581,C00287,2023-08-31,completed,1875.58,15.0
O0000111,C00151,19/11/2022,refunded,469.42,0.0
O0000036,C00055,10/08/2023,pending,716.63,
O0001857,C00339,13/11/2022,completed,1474.46,25.0
O0000378,C00429,2022-10-07,pending,833.59,15.0
O0000708,C00110,05/01/2022,shipped,743.65,0.0
O0000794,C00380,2023-06-05,completed,449.21,10.0
O0001495,C00019,2023-01-21,completed,40.83,0.0
O0000903,C00067,2024-05-21,cancelled,994.7,10.0
O0001780,C00265,2023-02-11,cancelled,710.0,0.0
O0001104,C00149,2022-02-17,cancelled,396.02,0.0
O0001955,,2023-12-06,cancelled,1573.38,25.0
O0001524,C00311,2022-08-29,shipped,1432.97,10.0
O0001058,C00163,2023-12-09,refunded,1300.67,25.0
O0001346,C00360,2022-04-19,refunded,16.24,10.0
O0000147,C00158,2022-08-29,completed,105.88,0.0
O0001107,C00319,2024-03-31,cancelled,1692.54,0.0
O0001138,C00231,30/07/2023,pending,430.88,25.0
O0000138,C00200,2022-05-04,completed,2232.3,0.0
O0001457,C00308,2023-11-20,completed,1077.29,10.0
O0001483,C00170,2024-04-01,cancelled,2163.3,10.0
O0000505,C00170,2023-10-21,completed,1734.28,15.0
O0000596,C00134,11/07/2022,refunded,419.42,15.0
O0001856,C00317,2022-03-01,completed,711.51,0.0
O0000467,C00254,19/02/2023,completed,1425.09,5.0
O0001430,C00396,2022-04-23,cancelled,158.64,0.0
O0000738,C00450,2022-07-04,completed,2411.87,10.0
O0001115,C00262,02/03/2022,cancelled,2350.42,0.0
O0001137,C00437,2024-01-22,shipped,2207.11,25.0
O0001572,C00195,01/03/2022,completed,840.71,0.0
O0001984,C00182,2022-10-04,refunded,1205.37,5.0
O0000555,C00171,2023-02-22,cancelled,421.16,0.0
O0001229,C00312,19/12/2022,refunded,2164.65,5.0
O0000554,C00364,09/11/2022,pending,1805.87,10.0
O0001503,C00230,2022-11-06,pending,2209.15,20.0
O0001930,C00031,2024-01-19,cancelled,1363.28,15.0
O0000871,C00400,2023-06-29,pending,294.33,15.0
O0000956,C00468,2024-03-21,pending,820.45,5.0
O0000118,C00106,2022-04-10,refunded,882.5,10.0
O0000358,C00391,15/04/2024,pending,752.62,5.0
O0000075,C00208,2023-01-13,pending,1029.05,0.0
O0000876,C00464,2024-04-19,completed,1504.19,0.0
O0000928,C00249,2022-03-28,shipped,1122.52,0.0
O0000545,C00309,12/01/2022,pending,1606.32,15.0
O0000913,C00161,2022-03-10,pending,305.43,15.0
O0001614,C00472,2022-09-02,completed,1408.2,20.0
O0001608,C00409,2022-06-09,shipped,1966.39,10.0
O0000043,C00394,2023-08-30,pending,2217.18,20.0
O0001005,C00178,2024-03-02,completed,1272.19,0.0
O0000862,C00024,2022-10-24,pending,1698.22,5.0
O0001167,C00081,13/02/2024,shipped,659.81,0.0
O0001405,C00013,27/04/2022,pending,339.6,20.0
O0000854,C00410,2023-02-25,refunded,1393.81,10.0
O0000900,C00192,2024-06-07,cancelled,507.28,0.0
O0001252,C00407,2022-02-06,completed,2391.29,0.0
O0001384,C00493,13/04/2022,pending,1754.68,0.0
O0000089,C00098,2023-08-19,refunded,1791.75,0.0
O0000294,C00292,04/05/2022,shipped,1119.26,25.0
O0001376,C00328,2024-03-24,refunded,1551.65,25.0
O0000340,C00123,2022-10-07,pending,,0.0
O0000695,C00285,2024-06-18,cancelled,1976.74,0.0
O0001190,,2023-08-05,completed,1581.48,0.0
O0001577,C00134,2022-01-10,cancelled,216.87,15.0
O0001702,C00121,2022-01-30,pending,724.22,10.0
O0000628,C00166,2023-06-08,shipped,924.12,0.0
O0001254,C00247,29/06/2024,shipped,509.75,5.0
O0000574,C00398,01/08/2022,refunded,541.48,25.0
O0000218,C00205,2022-05-28,cancelled,663.15,0.0
O0000299,C00204,2024-03-14,refunded,1437.87,25.0
O0000770,C00074,2022-11-09,cancelled,,
O0000585,C00481,2022-12-15,refunded,1810.22,25.0
O0000444,C00125,2022-10-01,pending,880.08,20.0
O0000760,C00276,28/01/2024,completed,1569.35,0.0
O0000595,C00298,2022-04-02,refunded,,25.0
O0001416,C00269,2023-08-09,cancelled,1990.81,20.0
O0001633,C00156,10/06/2023,pending,2107.92,
O0000328,C00422,2022-12-25,cancelled,566.43,0.0
O0000290,C00338,2023-09-05,completed,1266.87,25.0
O0001202,C00232,2023-06-23,refunded,1482.71,5.0
O0000164,C00071,2024-01-18,shipped,1864.48,20.0
O0000589,C00353,2024-01-18,completed,1966.16,25.0
O0001093,C00391,2022-11-05,shipped,1416.09,0.0
O0000682,C00213,2022-06-28,refunded,146.67,5.0
O0001096,C00318,2024-06-25,cancelled,2158.64,5.0
O0000023,C00426,2023-06-16,pending,1645.05,20.0
O0001227,C00248,2024-04-01,completed,812.36,20.0
O0000367,C00497,23/08/2022,shipped,429.72,0.0
O0000281,C00430,2024-03-10,refunded,290.09,0.0
O0001671,C00172,2022-05-03,completed,1887.7,0.0
O0000716,C00134,27/03/2022,cancelled,143.48,5.0
O0001522,C00127,2022-07-14,refunded,318.16,0.0
O0000205,C00053,2022-12-08,shipped,2033.2,20.0
O0001754,C00402,26/05/2022,cancelled,563.7,15.0
O0001916,C00038,11/04/2022,refunded,2277.14,25.0
O0001333,C00486,2022-03-12,shipped,1380.66,15.0
O0000077,C00063,2022-05-28,pending,1376.44,0.0
O0001288,C00193,2024-06-20,completed,1699.81,0.0
O0000099,C00231,2023-07-17,refunded,542.85,5.0
O0001972,C00470,2022-03-27,cancelled,1415.56,0.0
O0000577,C00484,2022-02-27,shipped,997.45,25.0
O0000688,C00131,09/06/2024,shipped,135.28,25.0
O0000916,C00053,11/04/2024,refunded,1235.8,0.0
O0001100,C00183,2022-07-22,shipped,2246.77,5.0
O0000888,C00468,2023-11-28,completed,2221.83,25.0
O0001653,C00179,2022-11-17,refunded,1770.34,5.0
O0000922,C00415,2023-10-22,shipped,2237.46,5.0
O0001265,C00157,2023-05-30,cancelled,473.25,20.0
O0001372,C00313,30/04/2022,shipped,2479.51,25.0
O0001192,C00246,2023-11-27,pending,1758.27,15.0
O0001508,C00390,30/05/2024,shipped,585.67,0.0
O0001638,C00432,2022-09-28,shipped,2188.95,0.0
O0000855,C00287,2023-10-28,refunded,507.79,5.0
O0001520,C00495,2022-07-15,pending,276.07,15.0
O0001362,C00030,21/01/2022,completed,2069.92,15.0
O0000951,C00180,2023-08-22,shipped,510.04,20.0
O0000547,C00326,2022-01-22,completed,519.2,
